"","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","mod","outrange"
"60","BGmw_OR","BGmw_OR/Ro","X",NA,"X",NA,NA,FALSE
"61","BGmw_WA","BGmw_WA/110","Fdi",2,"Fd",2,NA,FALSE
"62","BGmw_WA","BGmw_WA/110","Pyi",1,"Py",1,NA,FALSE
"63","BGmw_WA","BGmw_WA/111","Act",2,"Ac",2,NA,FALSE
"64","BGmw_WA","BGmw_WA/111","Fdi",5,"Fd",5,NA,FALSE
"65","BGmw_WA","BGmw_WA/111","Pyi",5,"Py",5,NA,FALSE
"66","BGmw_WA","BGmw_WA/Gg","X",NA,"X",NA,NA,FALSE
"67","BGmw_WA","BGmw_WA/Ro","X",NA,"X",NA,NA,FALSE
"68","BGwm_WA","BGwm_WA/110","Fdi",1,"Fd",1,NA,FALSE
"69","BGwm_WA","BGwm_WA/110","Pyi",1,"Py",1,NA,FALSE
"70","BGwm_WA","BGwm_WA/111","Act",2,"Ac",2,NA,FALSE
"71","BGwm_WA","BGwm_WA/111","Fdi",5,"Fd",5,NA,FALSE
"72","BGwm_WA","BGwm_WA/111","Pyi",5,"Py",5,NA,FALSE
"73","BGwm_WA","BGwm_WA/Gg","X",NA,"X",NA,NA,FALSE
"74","BGwm_WA","BGwm_WA/Ro","X",NA,"X",NA,NA,FALSE
"75","BGxh_WA","BGxh_WA/110","Pyi",2,"Py",2,NA,FALSE
"76","BGxh_WA","BGxh_WA/110","Qg",3,"Qg",3,NA,FALSE
"77","BGxh_WA","BGxh_WA/111","Act",2,"Ac",2,NA,FALSE
"78","BGxh_WA","BGxh_WA/111","Fdi",5,"Fd",5,NA,FALSE
"79","BGxh_WA","BGxh_WA/111","Pyi",5,"Py",5,NA,FALSE
"80","BGxh_WA","BGxh_WA/Gg1","X",NA,"X",NA,NA,FALSE
"81","BGxh_WA","BGxh_WA/Gg2","Jw",3,"Jw",3,NA,FALSE
"82","BGxh_WA","BGxh_WA/Ro","X",NA,"X",NA,NA,FALSE
"83","BGxh3","BGxh3/110","Fdi",2,"Fd",3,"KI",FALSE
"84","BGxh3","BGxh3/111","Fdi",2,"Fd",3,"KI",FALSE
"85","BGxh3","BGxh3/112","Act",1,"Ac",2,"KI",FALSE
"86","BGxh3","BGxh3/112","Fdi",4,"Fd",4,"KI",FALSE
"87","BGxh3","BGxh3/113","Act",1,"Ac",1,"KI",FALSE
"88","BGxh3","BGxh3/113","Fdi",2,"Fd",3,"KI",FALSE
"89","BGxh3","BGxh3/Fm01","X",NA,"X",NA,"VC",FALSE
"90","BGxh3","BGxh3/Gg","X",NA,"X",NA,NA,FALSE
"91","BGxh3","BGxh3/Ro","X",NA,"X",NA,NA,FALSE
"92","BGxw2","BGxw2/101","X",NA,"X",NA,NA,FALSE
"93","BGxw2","BGxw2/110","Fdi",2,"Fd",3,"KI",FALSE
"94","BGxw2","BGxw2/111","Fdi",2,"Fd",3,"KI",FALSE
"95","BGxw2","BGxw2/112","Act",2,"Ac",2,"KI",FALSE
"96","BGxw2","BGxw2/112","At",4,"At",4,"KI",FALSE
"97","BGxw2","BGxw2/113","Fdi",1,"Fd",2,"KI",FALSE
"98","BGxw2","BGxw2/113","At",4,"At",4,"KI",FALSE
"99","BGxw2","BGxw2/114","At",1,"At",1,"KI",FALSE
"100","BGxw2","BGxw2/115","At",1,"At",1,"KI",FALSE
"101","BGxw2","BGxw2/Gg","X",NA,"X",NA,NA,FALSE
"102","BGxw2","BGxw2/Ro","X",NA,"X",NA,NA,FALSE
"103","BGxx_WY","BGxx_WY/110","Jr",3,"Jr",3,NA,FALSE
"104","BGxx_WY","BGxx_WY/110","Ju",1,"Ju",1,NA,FALSE
"105","BGxx_WY","BGxx_WY/110","Pe",2,"Pe",2,NA,FALSE
"106","BGxx_WY","BGxx_WY/111","Aa",1,"Aa",1,NA,FALSE
"107","BGxx_WY","BGxx_WY/Gg1","X",NA,"X",NA,NA,FALSE
"108","BGxx_WY","BGxx_WY/Gg2","X",NA,"X",NA,NA,FALSE
"109","BGxx_WY","BGxx_WY/Ro","X",NA,"X",NA,NA,FALSE
"110","BGxxx_WY","BGxxx_WY/110","Jr",3,"Jr",3,NA,FALSE
"111","BGxxx_WY","BGxxx_WY/110","Ju",1,"Ju",1,NA,FALSE
"112","BGxxx_WY","BGxxx_WY/110","Pe",2,"Pe",2,NA,FALSE
"113","BGxxx_WY","BGxxx_WY/111","Aa",1,"Aa",1,NA,FALSE
"114","BGxxx_WY","BGxxx_WY/Gg1","X",NA,"X",NA,NA,FALSE
"115","BGxxx_WY","BGxxx_WY/Gg2","X",NA,"X",NA,NA,FALSE
"116","BGxxx_WY","BGxxx_WY/Ro","X",NA,"X",NA,NA,FALSE
"117","BSJPap","BSJPap/a","Ep",3,"Ep",3,NA,FALSE
"118","BSJPap","BSJPap/a","Pj",1,"Pj",1,NA,FALSE
"119","BSJPap","BSJPap/b","Acb",3,"Ac",3,NA,FALSE
"120","BSJPap","BSJPap/b","At",1,"At",1,NA,FALSE
"121","BSJPap","BSJPap/b","Ep",3,"Ep",3,NA,FALSE
"122","BSJPap","BSJPap/b","Pj",1,"Pj",1,NA,FALSE
"123","BSJPap","BSJPap/b","Sb",2,"Sb",2,NA,FALSE
"124","BSJPap","BSJPap/b","Sw",2,"Sx",2,NA,FALSE
"125","BSJPap","BSJPap/c","Ep",3,"Ep",3,NA,FALSE
"126","BSJPap","BSJPap/c","Pj",1,"Pj",1,NA,FALSE
"127","BSJPap","BSJPap/c","Sb",1,"Sb",1,NA,FALSE
"128","BSJPap","BSJPap/c","Sw",2,"Sx",2,NA,FALSE
"129","BSJPap","BSJPap/d","Ep",3,"Ep",3,NA,FALSE
"130","BSJPap","BSJPap/d","Pj",1,"Pj",1,NA,FALSE
"131","BSJPap","BSJPap/d","Sb",1,"Sb",1,NA,FALSE
"132","BSJPap","BSJPap/e","Acb",3,"Ac",3,NA,FALSE
"133","BSJPap","BSJPap/e","At",1,"At",1,NA,FALSE
"134","BSJPap","BSJPap/e","Ep",2,"Ep",2,NA,FALSE
"135","BSJPap","BSJPap/e","Sb",3,"Sb",3,NA,FALSE
"136","BSJPap","BSJPap/e","Sw",1,"Sx",1,NA,FALSE
"137","BSJPap","BSJPap/f","Sb",1,"Sb",1,NA,FALSE
"138","BSJPap","BSJPap/g","Lt",2,"Lt",2,NA,FALSE
"139","BSJPap","BSJPap/g","Sb",1,"Sb",1,NA,FALSE
"140","BSJPap","BSJPap/h","Lt",1,"Lt",1,NA,FALSE
"141","BSJPap","BSJPap/h","Sb",3,"Sb",3,NA,FALSE
"142","BSJPap","BSJPap/Ro","X",NA,"X",NA,NA,FALSE
"143","BSJPku","BSJPku/a","Ep",3,"Ep",3,NA,FALSE
"144","BSJPku","BSJPku/a","Pj",1,"Pj",1,NA,FALSE
"145","BSJPku","BSJPku/b","Acb",3,"Ac",3,NA,FALSE
"146","BSJPku","BSJPku/b","At",1,"At",1,NA,FALSE
"147","BSJPku","BSJPku/b","Ep",3,"Ep",3,NA,FALSE
"148","BSJPku","BSJPku/b","Pj",1,"Pj",1,NA,FALSE
"149","BSJPku","BSJPku/b","Sb",2,"Sb",2,NA,FALSE
"150","BSJPku","BSJPku/b","Sw",2,"Sx",2,NA,FALSE
"151","BSJPku","BSJPku/c","Ep",3,"Ep",3,NA,FALSE
"152","BSJPku","BSJPku/c","Pj",1,"Pj",1,NA,FALSE
"153","BSJPku","BSJPku/c","Sb",1,"Sb",1,NA,FALSE
"154","BSJPku","BSJPku/c","Sw",2,"Sx",2,NA,FALSE
"155","BSJPku","BSJPku/d","Ep",3,"Ep",3,NA,FALSE
"156","BSJPku","BSJPku/d","Pj",1,"Pj",1,NA,FALSE
"157","BSJPku","BSJPku/d","Sb",1,"Sb",1,NA,FALSE
"158","BSJPku","BSJPku/e","Acb",3,"Ac",3,NA,FALSE
"159","BSJPku","BSJPku/e","At",1,"At",1,NA,FALSE
"160","BSJPku","BSJPku/e","Ep",2,"Ep",2,NA,FALSE
"161","BSJPku","BSJPku/e","Sb",3,"Sb",3,NA,FALSE
"162","BSJPku","BSJPku/e","Sw",1,"Sx",1,NA,FALSE
"163","BSJPku","BSJPku/f","Sb",1,"Sb",1,NA,FALSE
"164","BSJPku","BSJPku/g","Lt",2,"Lt",2,NA,FALSE
"165","BSJPku","BSJPku/g","Sb",1,"Sb",1,NA,FALSE
"166","BSJPku","BSJPku/h","Lt",1,"Lt",1,NA,FALSE
"167","BSJPku","BSJPku/h","Sb",3,"Sb",3,NA,FALSE
"168","BSJPku","BSJPku/Ro","X",NA,"X",NA,NA,FALSE
"169","BSJPpa","BSJPpa/a","Ep",3,"Ep",3,NA,FALSE
"170","BSJPpa","BSJPpa/a","Pj",1,"Pj",1,NA,FALSE
"171","BSJPpa","BSJPpa/b","Acb",3,"Ac",3,NA,FALSE
"172","BSJPpa","BSJPpa/b","At",1,"At",1,NA,FALSE
"173","BSJPpa","BSJPpa/b","Ep",3,"Ep",3,NA,FALSE
"174","BSJPpa","BSJPpa/b","Pj",1,"Pj",1,NA,FALSE
"175","BSJPpa","BSJPpa/b","Sb",2,"Sb",2,NA,FALSE
"176","BSJPpa","BSJPpa/b","Sw",2,"Sx",2,NA,FALSE
"177","BSJPpa","BSJPpa/c","Ep",3,"Ep",3,NA,FALSE
"178","BSJPpa","BSJPpa/c","Pj",1,"Pj",1,NA,FALSE
"179","BSJPpa","BSJPpa/c","Sb",1,"Sb",1,NA,FALSE
"180","BSJPpa","BSJPpa/c","Sw",2,"Sx",2,NA,FALSE
"181","BSJPpa","BSJPpa/d","Ep",3,"Ep",3,NA,FALSE
"182","BSJPpa","BSJPpa/d","Pj",1,"Pj",1,NA,FALSE
"183","BSJPpa","BSJPpa/d","Sb",1,"Sb",1,NA,FALSE
"184","BSJPpa","BSJPpa/e","Acb",3,"Ac",3,NA,FALSE
"185","BSJPpa","BSJPpa/e","At",1,"At",1,NA,FALSE
"186","BSJPpa","BSJPpa/e","Ep",2,"Ep",2,NA,FALSE
"187","BSJPpa","BSJPpa/e","Sb",3,"Sb",3,NA,FALSE
"188","BSJPpa","BSJPpa/e","Sw",1,"Sx",1,NA,FALSE
"189","BSJPpa","BSJPpa/f","Sb",1,"Sb",1,NA,FALSE
"190","BSJPpa","BSJPpa/g","Lt",2,"Lt",2,NA,FALSE
"191","BSJPpa","BSJPpa/g","Sb",1,"Sb",1,NA,FALSE
"192","BSJPpa","BSJPpa/h","Lt",1,"Lt",1,NA,FALSE
"193","BSJPpa","BSJPpa/h","Sb",3,"Sb",3,NA,FALSE
"194","BSJPpa","BSJPpa/Ro","X",NA,"X",NA,NA,FALSE
"195","BWBScmC","BWBScmC/a","Pj",1,"Pj",1,NA,FALSE
"196","BWBScmC","BWBScmC/a","Pli",1,"Pl",1,NA,FALSE
"197","BWBScmC","BWBScmC/b","At",3,"At",3,NA,FALSE
"198","BWBScmC","BWBScmC/b","Ep",3,"Ep",3,NA,FALSE
"199","BWBScmC","BWBScmC/b","Pj",2,"Pj",2,NA,FALSE
"200","BWBScmC","BWBScmC/b","Pli",1,"Pl",1,NA,FALSE
"201","BWBScmC","BWBScmC/b","Sb",3,"Sb",3,NA,FALSE
"202","BWBScmC","BWBScmC/b","Sw",2,"Sx",2,NA,FALSE
"203","BWBScmC","BWBScmC/c","Pj",1,"Pj",1,NA,FALSE
"204","BWBScmC","BWBScmC/c","Pli",1,"Pl",1,NA,FALSE
"205","BWBScmC","BWBScmC/c","Sb",2,"Sb",2,NA,FALSE
"206","BWBScmC","BWBScmC/d","Acb",3,"Ac",3,NA,FALSE
"207","BWBScmC","BWBScmC/d","At",1,"At",1,NA,FALSE
"208","BWBScmC","BWBScmC/d","Bb",3,"Bb",3,NA,FALSE
"209","BWBScmC","BWBScmC/d","Ep",3,"Ep",3,NA,FALSE
"210","BWBScmC","BWBScmC/d","Pli",1,"Pl",1,NA,FALSE
"211","BWBScmC","BWBScmC/d","Sb",3,"Sb",3,NA,FALSE
"212","BWBScmC","BWBScmC/d","Sw",1,"Sx",1,NA,FALSE
"213","BWBScmC","BWBScmC/e","Acb",1,"Ac",1,NA,FALSE
"214","BWBScmC","BWBScmC/e","At",1,"At",1,NA,FALSE
"215","BWBScmC","BWBScmC/e","Bb",3,"Bb",3,NA,FALSE
"216","BWBScmC","BWBScmC/e","Ep",3,"Ep",3,NA,FALSE
"217","BWBScmC","BWBScmC/e","Sw",1,"Sx",1,NA,FALSE
"218","BWBScmC","BWBScmC/f","Acb",2,"Ac",2,NA,FALSE
"219","BWBScmC","BWBScmC/f","At",2,"At",2,NA,FALSE
"220","BWBScmC","BWBScmC/f","Bb",3,"Bb",3,NA,FALSE
"221","BWBScmC","BWBScmC/f","Ep",2,"Ep",2,NA,FALSE
"222","BWBScmC","BWBScmC/f","Pli",3,"Pl",3,NA,FALSE
"223","BWBScmC","BWBScmC/f","Sw",1,"Sx",1,NA,FALSE
"224","BWBScmC","BWBScmC/g","Pj",2,"Pj",2,NA,FALSE
"225","BWBScmC","BWBScmC/g","Pli",2,"Pl",2,NA,FALSE
"226","BWBScmC","BWBScmC/g","Sb",1,"Sb",1,NA,FALSE
"227","BWBScmC","BWBScmC/h","Ep",3,"Ep",3,NA,FALSE
"228","BWBScmC","BWBScmC/h","Sb",1,"Sb",1,NA,FALSE
"229","BWBScmC","BWBScmC/h","Sw",1,"Sx",1,NA,FALSE
"230","BWBScmC","BWBScmC/i","Sb",1,"Sb",1,NA,FALSE
"231","BWBScmC","BWBScmC/j","Lt",2,"Lt",2,NA,FALSE
"232","BWBScmC","BWBScmC/j","Sb",1,"Sb",1,NA,FALSE
"233","BWBScmC","BWBScmC/k","Lt",1,"Lt",1,NA,FALSE
"234","BWBScmC","BWBScmC/k","Sb",3,"Sb",3,NA,FALSE
"235","BWBScmC","BWBScmC/Ro","X",NA,"X",NA,NA,FALSE
"236","BWBScmE","BWBScmE/a","Pj",1,"Pj",1,NA,FALSE
"237","BWBScmE","BWBScmE/a","Pli",1,"Pl",1,NA,FALSE
"238","BWBScmE","BWBScmE/b","At",3,"At",3,NA,FALSE
"239","BWBScmE","BWBScmE/b","Ep",3,"Ep",3,NA,FALSE
"240","BWBScmE","BWBScmE/b","Pj",2,"Pj",2,NA,FALSE
"241","BWBScmE","BWBScmE/b","Pli",1,"Pl",1,NA,FALSE
"242","BWBScmE","BWBScmE/b","Sb",3,"Sb",3,NA,FALSE
"243","BWBScmE","BWBScmE/b","Sw",2,"Sx",2,NA,FALSE
"244","BWBScmE","BWBScmE/c","Pj",1,"Pj",1,NA,FALSE
"245","BWBScmE","BWBScmE/c","Pli",1,"Pl",1,NA,FALSE
"246","BWBScmE","BWBScmE/c","Sb",2,"Sb",2,NA,FALSE
"247","BWBScmE","BWBScmE/d","Acb",3,"Ac",3,NA,FALSE
"248","BWBScmE","BWBScmE/d","At",1,"At",1,NA,FALSE
"249","BWBScmE","BWBScmE/d","Bb",3,"Bb",3,NA,FALSE
"250","BWBScmE","BWBScmE/d","Ep",3,"Ep",3,NA,FALSE
"251","BWBScmE","BWBScmE/d","Pli",1,"Pl",1,NA,FALSE
"252","BWBScmE","BWBScmE/d","Sb",3,"Sb",3,NA,FALSE
"253","BWBScmE","BWBScmE/d","Sw",1,"Sx",1,NA,FALSE
"254","BWBScmE","BWBScmE/e","Acb",1,"Ac",1,NA,FALSE
"255","BWBScmE","BWBScmE/e","At",1,"At",1,NA,FALSE
"256","BWBScmE","BWBScmE/e","Bb",3,"Bb",3,NA,FALSE
"257","BWBScmE","BWBScmE/e","Ep",3,"Ep",3,NA,FALSE
"258","BWBScmE","BWBScmE/e","Sw",1,"Sx",1,NA,FALSE
"259","BWBScmE","BWBScmE/f","Acb",2,"Ac",2,NA,FALSE
"260","BWBScmE","BWBScmE/f","At",2,"At",2,NA,FALSE
"261","BWBScmE","BWBScmE/f","Bb",3,"Bb",3,NA,FALSE
"262","BWBScmE","BWBScmE/f","Ep",2,"Ep",2,NA,FALSE
"263","BWBScmE","BWBScmE/f","Pli",3,"Pl",3,NA,FALSE
"264","BWBScmE","BWBScmE/f","Sw",1,"Sx",1,NA,FALSE
"265","BWBScmE","BWBScmE/g","Pj",2,"Pj",2,NA,FALSE
"266","BWBScmE","BWBScmE/g","Pli",2,"Pl",2,NA,FALSE
"267","BWBScmE","BWBScmE/g","Sb",1,"Sb",1,NA,FALSE
"268","BWBScmE","BWBScmE/h","Ep",3,"Ep",3,NA,FALSE
"269","BWBScmE","BWBScmE/h","Sb",1,"Sb",1,NA,FALSE
"270","BWBScmE","BWBScmE/h","Sw",1,"Sx",1,NA,FALSE
"271","BWBScmE","BWBScmE/i","Sb",1,"Sb",1,NA,FALSE
"272","BWBScmE","BWBScmE/j","Lt",2,"Lt",2,NA,FALSE
"273","BWBScmE","BWBScmE/j","Sb",1,"Sb",1,NA,FALSE
"274","BWBScmE","BWBScmE/k","Lt",1,"Lt",1,NA,FALSE
"275","BWBScmE","BWBScmE/k","Sb",3,"Sb",3,NA,FALSE
"276","BWBScmE","BWBScmE/Ro","X",NA,"X",NA,NA,FALSE
"277","BWBScmNW","BWBScmNW/a","Pj",1,"Pj",1,NA,FALSE
"278","BWBScmNW","BWBScmNW/a","Pli",1,"Pl",1,NA,FALSE
"279","BWBScmNW","BWBScmNW/b","At",3,"At",3,NA,FALSE
"280","BWBScmNW","BWBScmNW/b","Ep",3,"Ep",3,NA,FALSE
"281","BWBScmNW","BWBScmNW/b","Pj",2,"Pj",2,NA,FALSE
"282","BWBScmNW","BWBScmNW/b","Pli",1,"Pl",1,NA,FALSE
"283","BWBScmNW","BWBScmNW/b","Sb",3,"Sb",3,NA,FALSE
"284","BWBScmNW","BWBScmNW/b","Sw",2,"Sx",2,NA,FALSE
"285","BWBScmNW","BWBScmNW/c","Pj",1,"Pj",1,NA,FALSE
"286","BWBScmNW","BWBScmNW/c","Pli",1,"Pl",1,NA,FALSE
"287","BWBScmNW","BWBScmNW/c","Sb",2,"Sb",2,NA,FALSE
"288","BWBScmNW","BWBScmNW/d","Acb",3,"Ac",3,NA,FALSE
"289","BWBScmNW","BWBScmNW/d","At",1,"At",1,NA,FALSE
"290","BWBScmNW","BWBScmNW/d","Bb",3,"Bb",3,NA,FALSE
"291","BWBScmNW","BWBScmNW/d","Ep",3,"Ep",3,NA,FALSE
"292","BWBScmNW","BWBScmNW/d","Pli",1,"Pl",1,NA,FALSE
"293","BWBScmNW","BWBScmNW/d","Sb",3,"Sb",3,NA,FALSE
"294","BWBScmNW","BWBScmNW/d","Sw",1,"Sx",1,NA,FALSE
"295","BWBScmNW","BWBScmNW/e","Acb",1,"Ac",1,NA,FALSE
"296","BWBScmNW","BWBScmNW/e","At",1,"At",1,NA,FALSE
"297","BWBScmNW","BWBScmNW/e","Bb",3,"Bb",3,NA,FALSE
"298","BWBScmNW","BWBScmNW/e","Ep",3,"Ep",3,NA,FALSE
"299","BWBScmNW","BWBScmNW/e","Sw",1,"Sx",1,NA,FALSE
"300","BWBScmNW","BWBScmNW/f","Acb",2,"Ac",2,NA,FALSE
"301","BWBScmNW","BWBScmNW/f","At",2,"At",2,NA,FALSE
"302","BWBScmNW","BWBScmNW/f","Bb",3,"Bb",3,NA,FALSE
"303","BWBScmNW","BWBScmNW/f","Ep",2,"Ep",2,NA,FALSE
"304","BWBScmNW","BWBScmNW/f","Pli",3,"Pl",3,NA,FALSE
"305","BWBScmNW","BWBScmNW/f","Sw",1,"Sx",1,NA,FALSE
"306","BWBScmNW","BWBScmNW/g","Pj",2,"Pj",2,NA,FALSE
"307","BWBScmNW","BWBScmNW/g","Pli",2,"Pl",2,NA,FALSE
"308","BWBScmNW","BWBScmNW/g","Sb",1,"Sb",1,NA,FALSE
"309","BWBScmNW","BWBScmNW/h","Ep",3,"Ep",3,NA,FALSE
"310","BWBScmNW","BWBScmNW/h","Sb",1,"Sb",1,NA,FALSE
"311","BWBScmNW","BWBScmNW/h","Sw",1,"Sx",1,NA,FALSE
"312","BWBScmNW","BWBScmNW/i","Sb",1,"Sb",1,NA,FALSE
"313","BWBScmNW","BWBScmNW/j","Lt",2,"Lt",2,NA,FALSE
"314","BWBScmNW","BWBScmNW/j","Sb",1,"Sb",1,NA,FALSE
"315","BWBScmNW","BWBScmNW/k","Lt",1,"Lt",1,NA,FALSE
"316","BWBScmNW","BWBScmNW/k","Sb",3,"Sb",3,NA,FALSE
"317","BWBScmNW","BWBScmNW/Ro","X",NA,"X",NA,NA,FALSE
"318","BWBScmW","BWBScmW/a","Pj",1,"Pj",1,NA,FALSE
"319","BWBScmW","BWBScmW/a","Pli",1,"Pl",1,NA,FALSE
"320","BWBScmW","BWBScmW/b","At",3,"At",3,NA,FALSE
"321","BWBScmW","BWBScmW/b","Ep",3,"Ep",3,NA,FALSE
"322","BWBScmW","BWBScmW/b","Pj",2,"Pj",2,NA,FALSE
"323","BWBScmW","BWBScmW/b","Pli",1,"Pl",1,NA,FALSE
"324","BWBScmW","BWBScmW/b","Sb",3,"Sb",3,NA,FALSE
"325","BWBScmW","BWBScmW/b","Sw",2,"Sx",2,NA,FALSE
"326","BWBScmW","BWBScmW/c","Pj",1,"Pj",1,NA,FALSE
"327","BWBScmW","BWBScmW/c","Pli",1,"Pl",1,NA,FALSE
"328","BWBScmW","BWBScmW/c","Sb",2,"Sb",2,NA,FALSE
"329","BWBScmW","BWBScmW/d","Acb",3,"Ac",3,NA,FALSE
"330","BWBScmW","BWBScmW/d","At",1,"At",1,NA,FALSE
"331","BWBScmW","BWBScmW/d","Bb",3,"Bb",3,NA,FALSE
"332","BWBScmW","BWBScmW/d","Ep",3,"Ep",3,NA,FALSE
"333","BWBScmW","BWBScmW/d","Pli",1,"Pl",1,NA,FALSE
"334","BWBScmW","BWBScmW/d","Sb",3,"Sb",3,NA,FALSE
"335","BWBScmW","BWBScmW/d","Sw",1,"Sx",1,NA,FALSE
"336","BWBScmW","BWBScmW/e","Acb",1,"Ac",1,NA,FALSE
"337","BWBScmW","BWBScmW/e","At",1,"At",1,NA,FALSE
"338","BWBScmW","BWBScmW/e","Bb",3,"Bb",3,NA,FALSE
"339","BWBScmW","BWBScmW/e","Ep",3,"Ep",3,NA,FALSE
"340","BWBScmW","BWBScmW/e","Sw",1,"Sx",1,NA,FALSE
"341","BWBScmW","BWBScmW/f","Acb",2,"Ac",2,NA,FALSE
"342","BWBScmW","BWBScmW/f","At",2,"At",2,NA,FALSE
"343","BWBScmW","BWBScmW/f","Bb",3,"Bb",3,NA,FALSE
"344","BWBScmW","BWBScmW/f","Ep",2,"Ep",2,NA,FALSE
"345","BWBScmW","BWBScmW/f","Pli",3,"Pl",3,NA,FALSE
"346","BWBScmW","BWBScmW/f","Sw",1,"Sx",1,NA,FALSE
